EmployeeID,TotalWorkingHours,Billable_Hours,Hours_off_Duty,Touring_Hours,NoOfProjects,ActualTimeSpent
emp-61,176,84,40,0,1,161
emp-61,198,164,16,0,1,196
emp-61,193,158,0,0,1,224
emp-61,245,216,0,0,2,252
emp-61,196,171,0,0,1,28
emp-61,207,140,8,0,1,63
emp-61,179,135,0,0,1,91
emp-61,164,117,23,0,1,119
emp-61,65,25,0,0,1,126
emp-62,194,136,0,136,1,77
emp-62,160,64,96,64,1,91
emp-62,200,176,24,176,1,140
emp-62,180,160,0,160,1,168
emp-62,188,160,0,160,1,196
emp-62,210,96,104,96,1,231
emp-62,187,152,0,152,1,259
emp-62,171,100,8,100,1,280
emp-62,136,0,8,0,0,0
emp-62,127,64,0,64,1,7
emp-62,233,197,16,197,1,42
emp-62,186,168,8,168,1,70
emp-62,184.5,172.5,0,172.5,1,98
emp-62,230,182,32,182,1,133
emp-62,180.5,135.5,8,135.5,1,161
emp-62,198.5,160.5,8,160.5,2,189
emp-62,187.5,168.5,0,168.5,2,210
emp-62,191,154,0,154,2,77
emp-62,181,121,45,121,2,105
emp-62,222,175.5,16,175.5,2,49
emp-62,157,114,0,114,1,35
emp-62,173,93,16,93,1,7
emp-62,99,85,0,85,1,21
emp-64,173,164,0,0,1,21
emp-64,179,151,0,0,1,49
emp-64,200,72,120,0,1,63
emp-64,172,145,8,0,1,112
emp-64,177,157,0,0,1,140
emp-64,220,184,0,99,4,161
emp-64,169,152,8,152,1,42
emp-64,172,155,16,155,1,70
emp-64,220,212,8,212,1,105
emp-64,167,63,48,63,1,119
emp-64,211,172,8,0,1,28
emp-64,172,157,8,0,1,56
emp-64,172,145,0,0,1,84
emp-64,211,145,16,0,2,98
emp-64,169,89,80,0,1,35
emp-64,173,127,24,0,1,77
emp-64,190,168,0,0,1,105
emp-64,213,43,0,0,1,112
emp-64,167,123,0,0,1,14
emp-64,206,190,16,0,1,49
emp-64,168,113,40,0,2,77
emp-64,177,148,16,0,3,84
emp-64,83,83,0,0,1,35
emp-65,130,0,72.5,0,0,0
emp-65,250,137,16,137,2,21
emp-65,341.5,220,40,220,2,49
emp-65,276,170,8,170,1,84
emp-65,225,154.5,4,0,1,196
emp-65,329,181,0,0,1,231
emp-65,248,189,0,0,1,259
emp-65,243.5,175,8,0,1,287
emp-65,252.700000003,150,64,0,1,322
emp-65,214,151.5,33,0,1,350
emp-65,289.5,210,16,0,1,385
emp-65,236.5,168.5,23.5,0,2,399
emp-65,226.7000000477,160,6,0,1,49
emp-65,231.5,124,67,0,1,84
emp-65,201.5,109,47,0,1,105
emp-65,212.5,133,24,0,1,140
emp-65,213.6000003815,151.5,16,0,2,154
emp-65,268.5,205.5,0,0,1,49
emp-65,221.200000003,175,0,0,1,77
emp-65,300.5,215.5,24,0,1,112
emp-65,171.5,77.5,74,0,1,133
emp-65,207.2000000477,140,16,0,1,168
emp-65,116.5,82,0,0,1,182
emp-66,177.5,87,0,87,1,70
emp-66,166,80,80,72,2,84
emp-66,205,45,128,0,2,0
emp-66,162,107,8,0,2,35
emp-66,190.5,159,0,0,3,63
emp-66,216,182,0,0,3,77
emp-66,164,40,0,0,3,0
emp-66,184,143,8,0,2,28
emp-66,144,117,8,0,2,49
emp-66,184,123,32,0,1,35
emp-66,271,196,8,0,1,70
emp-66,205,156,8,0,1,98
emp-66,184,168,0,0,2,105
emp-66,237,168,32,0,1,49
emp-66,195,120,40,0,1,70
emp-66,73.5,0,16,0,1,105
emp-66,49,0,0,0,1,119
emp-66,214,43,0,0,1,0
emp-66,211,196,0,0,1,28
emp-66,274,250,24,0,1,63
emp-66,178,178,0,0,2,91
emp-66,193,158,16,0,2,98
emp-66,90,86,0,0,1,42
emp-67,160,0,0,0,0,0
emp-67,124,40,56,40,1,7
emp-67,156,68,48,68,2,35
emp-67,148,72,8,72,1,70
emp-67,134,80,0,80,1,98
emp-67,166,80,8,80,1,133
emp-67,127,43,28,43,2,140
emp-67,135,49,25,49,2,49
emp-67,175,37,16,37,3,56
emp-67,116,5,24,5,2,84
emp-67,81,0,16,0,0,0
emp-67,100,32,40,32,1,7
emp-67,176,96,16,96,2,35
emp-67,154,56,58,56,2,70
emp-67,166,46,40,46,2,91
emp-67,62,32,10,32,1,119
emp-67,64,0,0,0,0,0
emp-67,150,26,27,26,3,182
emp-67,138,4,0,4,1,42
emp-67,163.5,12,40,12,1,63
emp-67,119,7,0,7,1,105
emp-67,118.5,8,20,8,2,434
emp-67,79,0,0,0,0,0
emp-68,163,139,7,0,1,77
emp-68,168,128,24,0,1,105
emp-68,205.5,116.5,8,0,1,126
emp-68,160,124,16,0,2,154
emp-68,160,160,0,0,1,49
emp-68,200,192,0,0,1,84
emp-68,160.5,152.5,0,120.5,3,91
emp-68,160,96,24,96,1,35
emp-68,200,40,0,40,1,63
emp-68,120,0,16,0,0,0
emp-68,132,92,0,92,1,7
emp-68,195,180,0,180,1,35
emp-68,236,212,0,212,2,63
emp-68,269,237,0,237,2,77
emp-68,272,234,0,234,1,63
emp-68,166,86,24,86,1,77
emp-68,160,0,80,0,0,0
emp-68,310,152,0,152,1,21
emp-68,184,120,0,120,2,42
emp-68,202,166,16,166,1,35
emp-68,160,40,24,40,1,0
emp-68,190,182,8,182,1,28
emp-68,108,72,0,72,1,42
emp-69,238.5,175.5,0,175.5,1,77
emp-69,195.5,128.5,26,0,3,91
emp-69,193,158.5,24,0,1,21
emp-69,142,40,8,0,1,0
emp-69,199.5,177,0,0,1,28
emp-69,236,197,0,0,1,28
emp-69,193,167.5,0,0,1,56
emp-69,188.5,161,8,0,2,70
emp-69,229,199.5,16,0,1,49
emp-69,180,147,16,0,1,77
emp-69,216,170.5,40,0,1,105
emp-69,178.5,165.5,8,0,1,140
emp-69,172.5,159,8,0,1,168
emp-69,206.5,75.5,126,0,1,203
emp-69,177,100,24,0,1,231
emp-69,185,145.5,24,0,2,238
emp-69,200.5,184.5,8,0,1,42
emp-69,219.5,126,40,0,1,77
emp-69,208.5,200,0,0,2,91
emp-69,265.5,219,16,0,1,49
emp-69,211.5,192,0,0,1,77
emp-69,179,142.5,16,0,2,196
emp-69,113.5,81.5,16,0,1,210
emp-70,161,9,104,9,1,56
emp-70,166,104,32,104,1,21
emp-70,217.5,198.5,8,198.5,1,56
emp-70,189.5,156.5,8,156.5,1,84
emp-70,195,173,0,173,1,112
emp-70,247,173,0,43,2,119
emp-70,167,70,0,0,1,49
emp-70,175,118,8,0,2,14
emp-70,227.5,119.5,8,0,1,21
emp-70,192,127,32,0,2,49
emp-70,277,225,8,0,2,84
emp-70,202.5,188.5,8,0,2,91
emp-70,200.5,195.5,0,0,1,112
emp-70,253.5,191.5,43,0,1,147
emp-70,225.5,159.5,64,0,1,168
emp-70,194.5,122.5,64,0,2,189
emp-70,218.5,213.5,0,0,1,42
emp-70,239,225,0,0,1,77
emp-70,189,162,0,0,1,105
emp-70,247.3999998569,206.5,16,0,1,140
emp-70,186,184,0,0,1,168
emp-70,196,188,8,0,1,196
emp-70,102,96,0,0,1,210
emp-71,160,160,0,160,1,77
emp-71,160,144,16,144,1,105
emp-71,200,153,47,153,1,133
emp-71,170,64,96,64,2,168
emp-71,184,152,0,152,1,35
emp-71,221,196,4,196,2,56
emp-71,177,152,0,152,1,35
emp-71,160,144,16,144,1,63
emp-71,200,152,8,152,1,98
emp-71,160,140,20,140,1,126
emp-71,204.5,202,0,202,1,161
emp-71,160,155,0,155,1,189
emp-71,160,160,0,160,1,217
emp-71,227,208,16,208,1,252
emp-71,201,185,16,185,1,280
emp-71,160,136,16,136,1,21
emp-71,160,160,0,160,1,49
emp-71,225,184,19,184,1,84
emp-71,174,166,0,166,1,112
emp-71,234,199,16,199,1,147
emp-71,191,179,0,179,1,175
emp-71,164,144,16,144,1,203
emp-71,80,71,9,71,1,217
emp-74,176,160,0,160,1,70
emp-74,196,152,16,152,2,77
emp-74,212,72,128,72,1,35
emp-74,172,105,0,0,2,21
emp-74,211,159,0,0,2,49
emp-74,279,90,0,0,2,63
emp-74,215.5,0,0,0,0,0
emp-74,219.5,0,8,0,0,0
emp-74,217,0,48,0,0,0
emp-74,183,0,16,0,0,0
emp-74,244.5,122,8,0,1,14
emp-74,172,152,8,0,1,42
emp-74,174,154,0,0,2,56
emp-74,213.5,176,24,0,1,49
emp-74,177,80,40,0,1,70
emp-74,60,0,8,0,1,105
emp-74,53,8,0,0,2,119
emp-74,153,0,0,0,0,0
emp-74,177,72,8,0,1,7
emp-74,203.5,89,16,0,1,28
emp-74,173.5,111,8,0,1,14
emp-74,224.5,162,16,0,1,42
emp-74,99,93,0,0,1,56
emp-80,115.5,51,0,0,1,35
emp-80,117,89,16,89,2,21
emp-80,243,133.5,80,133.5,1,42
emp-80,214.5,150.5,40,150.5,1,84
emp-80,248,202,0,202,1,112
emp-80,259,259,0,259,1,147
emp-80,207.5,195.5,0,0,1,21
emp-80,171.5,108.5,8,0,1,42
emp-80,229,0,8,0,0,0
emp-80,179,0,16,0,0,0
emp-80,243,117,16,117,1,14
emp-80,209,163,8,163,1,42
emp-80,204,163,0,163,1,70
emp-80,243,127,36,127,1,105
emp-80,168,36,120,36,1,112
emp-80,199,112,40,112,1,161
emp-80,186,120,40,120,1,189
emp-80,268.5,205,0,205,1,224
emp-80,175,83,0,53,3,238
emp-80,202,116,16,116,2,7
emp-80,193,115,0,115,2,42
emp-80,180,98,32,98,1,63
emp-80,80,2,0,2,1,70
emp-82,168,154,0,0,1,63
emp-82,166,142,18,0,1,91
emp-82,203,142,50,0,1,126
emp-82,80,0,80,0,0,0
emp-82,178,175,0,175,1,21
emp-82,230,230,0,230,1,56
emp-82,182,175,0,175,2,63
emp-82,175,171,0,171,2,35
emp-82,256,230,0,230,1,56
emp-82,196,175,16,175,1,84
emp-82,253,248,0,248,1,119
emp-82,190,190,0,190,1,147
emp-82,203,198,0,198,1,175
emp-82,245,226,16,226,1,210
emp-82,185,141,8,141,1,238
emp-82,164,104,60,104,2,259
emp-82,160,0,48,0,0,0
emp-82,190,0,0,0,0,0
emp-82,160,0,8,0,0,0
emp-82,200,10,20,10,1,0
emp-82,163,83,0,83,1,7
emp-82,182,160,16,160,1,35
emp-82,80,80,0,80,1,49
emp-88,182.5,174.5,0,0,1,63
emp-88,175,151,24,0,1,91
emp-88,204,204,0,0,1,126
emp-88,156,156,0,156,1,21
emp-88,160,160,0,160,1,49
emp-88,200,200,0,200,1,84
emp-88,166,150,0,150,2,112
emp-88,168,144,8,144,2,140
emp-88,210,182,8,182,2,175
emp-88,183,132,16,132,2,203
emp-88,234,178,0,178,1,21
emp-88,204,204,0,204,1,49
emp-88,204,204,0,204,1,77
emp-88,233,217,16,217,1,112
emp-88,160,40,120,40,1,119
emp-88,160,0,40,0,0,0
emp-88,189,189,0,189,1,21
emp-88,241,241,0,241,1,56
emp-88,198,190,0,190,1,84
emp-88,220,204,16,204,1,119
emp-88,163,27,0,27,1,0
emp-88,159,79,0,0,1,7
emp-88,80,80,0,0,1,21
emp-89,197,191.5,0,191.5,1,70
emp-89,161,141,0,141,1,98
emp-89,213,173,8,173,1,133
emp-89,185.5,152,0,152,1,161
emp-89,160,72,88,72,1,175
emp-89,300,184,8,184,1,224
emp-89,231.5,147,0,147,1,252
emp-89,175.5,99,0,99,1,273
emp-89,157,0,80,0,0,0
emp-89,80,74,0,74,1,7
emp-89,271.5,199,0,199,1,42
emp-89,200,172.5,0,172.5,1,70
emp-89,208,203,0,203,1,98
emp-89,237.5,226,0,226,1,133
emp-89,195.5,186,0,186,1,161
emp-89,183,170,0,170,2,189
emp-89,250.5,217,0,217,2,210
emp-89,308.5,256.5,0,256.5,2,238
emp-89,206,138,0,98,3,91
emp-89,253,208,0,0,2,35
emp-89,169,112,40,0,1,63
emp-89,151.5,84.5,0,0,1,7
emp-89,91.5,88.5,0,0,1,21
emp-90,160,0,0,0,0,0
emp-90,182.5,111,16,111,1,21
emp-90,217.5,160,40,160,1,49
emp-90,192.5,144,16,144,1,84
emp-90,191,104,0,104,1,14
emp-90,221,184,4,108,4,49
emp-90,163,111.5,0,59.5,4,63
emp-90,83.5,2,8,2,1,49
emp-90,178,54,48,32,3,140
emp-90,170,102,24,26,2,49
emp-90,186,55,24,21,2,70
emp-90,129,60,12,60,2,14
emp-90,210.5,198,0,198,3,42
emp-90,205.5,124,76,124,3,77
emp-90,168,92,40,92,3,98
emp-90,160,109,32,84,5,133
emp-90,201.5,192,0,12,3,147
emp-90,250,246,0,29,3,182
emp-90,178,151,20,1,2,189
emp-90,236,179,36,0,1,126
emp-90,192.5,175,0,0,1,154
emp-90,174,132,24,0,1,182
emp-90,99,90,0,0,1,196
emp-92,224.4999976158,192.8999977112,19,0,1,42
emp-92,182.8999977112,143.3999977112,24,0,1,70
emp-92,189.5,154.5,0,0,1,98
emp-92,234,165,8,0,1,133
emp-92,100.5,0,16,0,0,0
emp-92,165,0,8,0,0,0
emp-92,246,0,40,0,0,0
emp-92,142.5,0,16,0,0,0
emp-92,172.5,0,24,0,1,7
emp-92,184.9000015259,94.9000015259,56,0,1,21
emp-92,150,0,64,0,0,0
emp-92,224,102,106,0,1,14
emp-92,201.5,179.5,16,0,2,35
emp-92,167,132,32,0,1,28
emp-92,178.5,163.5,0,0,1,56
emp-92,208,44.5,40,0,1,63
emp-92,100.5,0,24,0,0,0
emp-92,168.5,36.5,16,0,1,7
emp-92,200.5,173.5,0,0,1,35
emp-92,181,158,16,0,1,63
emp-92,87.5,87.5,0,0,1,77
emp-93,260,239,8,0,2,35
emp-93,212,140.5,8,0,1,63
emp-93,186,155,0,112,2,70
emp-93,257,168,8,168,3,98
emp-93,216,157,0,157,1,35
emp-93,185,40,56,40,1,42
emp-93,256,80,8,80,1,7
emp-93,275,223,24,223,1,35
emp-93,250,62,56,62,2,49
emp-93,283,202,24,202,1,56
emp-93,284,226,8,226,1,84
emp-93,363,279,40,279,1,119
emp-93,267,156,40,156,2,126
emp-93,241,192,16,192,1,49
emp-93,236,197,0,197,1,77
emp-93,277,185,40,185,1,105
emp-93,244,140,0,140,1,140
emp-93,292,183,32,183,2,175
emp-93,217,142,32,142,2,196
emp-93,194,162,16,162,1,63
emp-93,92,76,16,76,1,77
emp-94,203,108,8,108,1,14
emp-94,201,169,8,169,1,42
emp-94,190.5,186.5,0,186.5,1,70
emp-94,200,0,80,0,0,0
emp-94,184.5,112,0,112,2,14
emp-94,192,159,8,159,1,42
emp-94,241,193,8,193,2,77
emp-94,187,133,24,133,1,105
emp-94,230,106,8,106,1,21
emp-94,215,174,8,174,1,49
emp-94,178,101.5,0,101.5,2,70
emp-94,246,158,56,158,1,28
emp-94,140,0,56,0,0,0
emp-94,203,155,8,155,1,21
emp-94,202,152,0,152,1,49
emp-94,244,198,0,198,1,84
emp-94,160,0,80,0,0,0
emp-94,219,0,18,0,0,0
emp-94,178,104,8,104,2,14
emp-94,182,166,16,166,1,42
emp-94,91,91,0,91,1,56
emp-96,160,104,32,104,1,35
emp-96,191.5,183.5,0,183.5,1,63
emp-96,239,239,0,239,1,98
emp-96,180,164,0,164,1,126
emp-96,173,165,8,165,1,154
emp-96,235,211,8,211,1,189
emp-96,205,189,16,189,1,217
emp-96,253,237,8,112.5,2,238
emp-96,254.5,246.5,8,0,1,42
emp-96,175,146,0,0,2,56
emp-96,204,136,64,0,1,49
emp-96,160,72,88,0,1,84
emp-96,161,8,8,0,1,91
emp-96,166,65,0,65,1,7
emp-96,222,202,0,200,2,42
emp-96,167,152,0,152,1,70
emp-96,200,120,16,120,1,98
emp-96,163.5,122.5,0,0,1,21
emp-96,165,133,16,0,3,49
emp-96,90,80,0,0,2,28
emp-98,189.5,152,0,0,1,28
emp-98,230,205,0,0,1,63
emp-98,190.5,172.5,0,0,1,91
emp-98,181,165,16,0,1,119
emp-98,221,213,8,0,1,154
emp-98,162,98,40,20,4,182
emp-98,207,174,8,32,4,217
emp-98,192,172,8,14,4,280
emp-98,205.5,198.5,0,28,3,105
emp-98,244,200,32,35,2,140
emp-98,176,93,80,16,2,154
emp-98,192,165,16,30,3,196
emp-98,211,183,0,22,3,217
emp-98,234,212,0,21,2,252
emp-98,186,179,0,16,2,280
emp-98,236,220,8,19,2,315
emp-98,170,118,48,7,2,343
emp-98,162,146,16,9,2,371
emp-98,82,67,0,5,2,385
emp-99,193.5,193.5,0,73.5,2,28
emp-99,244,242,0,0,1,49
emp-99,200,180,0,0,1,77
emp-99,186,157,8,0,2,98
emp-99,227,217,8,0,1,49
emp-99,186,132,40,0,1,77
emp-99,242,202,8,0,1,112
emp-99,172,160,8,0,1,140
emp-99,180,166,0,0,1,168
emp-99,224,160,46,0,1,203
emp-99,178,132,40,0,1,231
emp-99,172,164,8,0,2,238
emp-99,184,176,0,0,1,42
emp-99,238,222,0,0,1,77
emp-99,195,176,0,0,1,105
emp-99,224,153,56,0,1,140
emp-99,179,163,0,0,1,168
emp-99,175,159,16,0,1,196
emp-99,88,88,0,0,1,210
emp-100,278,245,0,245,1,77
emp-100,223,168,0,168,1,105
emp-100,214,202,8,202,1,133
emp-100,272,264,8,264,1,168
emp-100,189,173,16,173,1,196
emp-100,200,192,8,192,1,231
emp-100,164,148,16,108,3,259
emp-100,174,158,0,158,3,280
emp-100,220,180,40,180,2,63
emp-100,194,154,40,154,1,91
emp-100,200,168,32,168,1,119
emp-100,205,205,0,205,1,147
emp-100,230,230,0,230,1,182
emp-100,180,180,0,180,1,210
emp-100,224,224,0,224,1,245
emp-100,192,192,0,192,1,273
emp-100,168,152,16,152,1,301
emp-100,80,40,40,40,1,308
emp-101,267,177,0,0,1,49
emp-101,289,193,0,0,1,77
emp-101,304.5,233.5,0,0,1,112
emp-101,231,167,0,0,1,140
emp-101,322,222,0,0,1,175
emp-101,183,90,64,0,1,196
emp-101,160,0,40,0,0,0
emp-101,246,197,16,0,1,28
emp-101,221,169,8,0,1,56
emp-101,234.5,164,8,0,2,84
emp-101,261.5,173,0,0,2,98
emp-101,345.5,231,0,0,1,84
emp-101,266,167,0,0,1,112
emp-101,307,204,16,0,1,147
emp-101,209.5,164,0,0,1,175
emp-101,177,125,40,0,1,203
emp-101,85,83,0,0,1,217
emp-102,261,205,0,205,1,70
emp-102,188,144,0,144,1,98
emp-102,192,144,8,144,1,126
emp-102,262,213,8,213,1,161
emp-102,211,159,16,159,2,168
emp-102,243,163,40,163,1,42
emp-102,174,104,56,104,1,77
emp-102,188,162,0,162,1,105
emp-102,241,189,24,189,1,140
emp-102,191,130,24,130,1,168
emp-102,196,124,8,124,1,196
emp-102,194.5,122,0,122,1,217
emp-102,235.5,65.5,0,2,2,231
emp-102,270,249,0,0,1,35
emp-102,270,168,88,0,1,56
emp-102,189,189,0,0,1,98
emp-102,203,173,16,0,1,126
emp-102,81,17,56,0,1,140
emp-103,228,210,0,210,1,42
emp-103,181,147,0,147,1,70
emp-103,169,147,16,147,1,98
emp-103,204,192,8,192,1,133
emp-103,162,144,16,144,1,161
emp-103,211,200,0,200,1,196
emp-103,160,160,0,160,1,224
emp-103,160,160,0,160,1,252
emp-103,209,187,13,187,2,287
emp-103,163,124,36,124,1,42
emp-103,188,154,8,154,1,70
emp-103,164,160,0,160,1,21
emp-103,212,184,16,184,1,56
emp-103,170.5,136,0,136,1,84
emp-103,208,172,20,172,1,119
emp-103,162,160,0,160,1,147
emp-103,160,104,56,104,2,175
emp-103,80,56,24,56,1,189
emp-104,254,241,0,241,1,49
emp-104,236.5,178,0,178,1,77
emp-104,221,210,8,210,1,21
emp-104,238,230,8,230,1,56
emp-104,204,188,16,188,2,84
emp-104,263.5,241,8,241,2,98
emp-104,206.5,189,8,189,1,84
emp-104,223.5,192,0,192,3,112
emp-104,349,333,16,333,2,147
emp-104,283,240,40,240,2,168
emp-104,164,60,104,60,1,91
emp-104,210,188,0,188,1,119
emp-104,243,243,0,243,1,154
emp-104,160,160,0,160,1,182
emp-104,215,113,32,113,1,203
emp-104,176,32,0,0,1,0
emp-104,173,155,16,0,1,28
emp-104,86,86,0,0,1,42
emp-105,189,140,0,0,1,21
emp-105,212,212,0,0,1,49
emp-105,254,230,0,0,1,84
emp-105,160,56,24,56,2,7
emp-105,203,160,8,160,1,42
emp-105,148,87,8,87,1,7
emp-105,200,180,0,180,1,35
emp-105,205,80,70,80,1,56
emp-105,218,181,8,181,1,21
emp-105,218,181,8,181,2,42
emp-105,208,187,0,187,1,49
emp-105,229,91,40,91,1,70
emp-105,138,0,0,0,0,0
emp-105,200,0,0,0,0,0
emp-105,197,105,0,0,1,14
emp-105,215,174,32,0,2,35
emp-105,107,105,0,0,1,21
emp-107,156,0,8,0,0,0
emp-107,158,68,12,68,2,7
emp-107,160,144,16,144,1,35
emp-107,229,186,8,186,1,70
emp-107,183,0,8,0,0,0
emp-107,162,0,80,0,0,0
emp-107,194,0,24,0,0,0
emp-107,109,0,8,0,0,0
emp-107,54,0,8,0,0,0
emp-107,57,0,0,0,0,0
emp-107,61,0,0,0,0,0
emp-107,51,0,0,0,0,0
emp-107,208,0,8,0,0,0
emp-107,182,160,0,160,1,21
emp-107,171.5,144,16,144,1,49
emp-107,106,96,0,96,1,63
emp-109,177,129,8,129,1,35
emp-109,221,204,8,204,1,70
emp-109,178.5,145,12,145,1,98
emp-109,236,236,0,236,1,133
emp-109,190,179,8,179,1,161
emp-109,189,178,0,178,1,189
emp-109,242,218,16,218,1,224
emp-109,183,143,40,143,1,245
emp-109,170,90,80,90,1,280
emp-109,204,204,0,204,1,308
emp-109,256,248,0,248,1,343
emp-109,172,172,0,172,1,371
emp-109,200,48,88,48,1,385
emp-109,136,90,0,90,1,14
emp-109,160,144,16,144,1,42
emp-109,80,80,0,80,1,56
emp-110,170.9999992251,116.9999992251,16,0,2,49
emp-110,189.8000001907,130.5,8,0,2,91
emp-110,184.5,139.5,36,0,2,112
emp-110,220.5000007749,190.7000007629,4,0,1,56
emp-110,198,155.5,18,0,1,21
emp-110,164.5,127,0,0,3,49
emp-110,248,197,16,0,3,63
emp-110,201.5,151.5,36,0,2,49
emp-110,207.5,155.5,16,0,2,35
emp-110,184.5,41.5,24,0,1,49
emp-110,213,139,0,139,1,28
emp-110,206,146,8,139,2,56
emp-110,252,198,16,115,2,91
emp-110,169.5,97,64,1,2,98
emp-110,158,126,16,12,2,126
emp-110,85,57,0,7,2,161
emp-111,141,0,8,0,0,0
emp-111,200,192,8,192,1,28
emp-111,177,160,0,160,1,56
emp-111,235,160,40,160,1,84
emp-111,182,120,40,120,1,119
emp-111,185,160,0,160,1,147
emp-111,215.5,166,41,166,1,182
emp-111,175,107,32,107,1,203
emp-111,201,160,8,160,1,21
emp-111,187,60,0,0,1,7
emp-111,246.5,74,8,0,1,21
emp-111,151.5,120,0,0,1,14
emp-111,232.5,206.5,16,0,1,49
emp-111,164,62,16,0,1,63
emp-111,164,84,40,0,1,7
emp-111,92,92,0,0,1,21
emp-113,168,121.5,8,121.5,2,49
emp-113,208,192,8,192,2,56
emp-113,162.5,120,40,120,1,84
emp-113,213.5,176,16,176,1,119
emp-113,175,152,8,152,1,147
emp-113,165,120,0,120,1,168
emp-113,200,0,32,0,0,0
emp-113,160,0,80,0,0,0
emp-113,94,0,8,0,0,0
emp-113,123,0,0,0,0,0
emp-113,179,0,0,0,0,0
emp-113,160,0,0,0,0,0
emp-113,150,0,16,0,0,0
emp-113,160,160,0,160,1,21
emp-113,160,120,40,120,1,49
emp-113,80,40,40,40,1,56
emp-116,160,108,8,108,1,35
emp-116,200,194,6,194,1,70
emp-116,160,104,56,104,1,98
emp-116,200,146,8,146,1,126
emp-116,144,0,8,0,0,0
emp-116,160,144,16,0,1,21
emp-116,176,144,32,0,1,56
emp-116,128,120,8,0,1,77
emp-116,120,107,8,0,1,112
emp-116,132,108,16,0,1,140
emp-116,172,140,0,0,1,175
emp-116,160,96,64,0,1,203
emp-116,186,168,16,0,2,238
emp-116,164,160,0,0,2,259
emp-116,167,144,16,0,2,287
emp-116,90,64,16,0,1,98
emp-117,157,47,8,47,1,14
emp-117,205.5,79,8,79,1,7
emp-117,167,145,16,145,1,35
emp-117,210,178,8,178,1,70
emp-117,166,90,8,90,1,7
emp-117,182.2999999523,171,0,171,1,35
emp-117,201,45,104,45,1,42
emp-117,178.5,72,24,72,1,91
emp-117,163,126,8,126,1,119
emp-117,177,135,0,135,1,154
emp-117,224,215,0,215,1,189
emp-117,151,0,0,0,0,0
emp-117,197,0,16,0,0,0
emp-117,189,0,8,0,0,0
emp-117,183,0,16,0,0,0
emp-117,107,0,0,0,0,0
emp-119,169.5,125,16,0,1,70
emp-119,216.5,180,8,0,1,105
emp-119,181,160,8,0,1,133
emp-119,194.5,172.5,0,0,1,161
emp-119,200,160,40,0,1,196
emp-119,164,84,80,0,1,210
emp-119,169,121,48,0,2,238
emp-119,235,171,0,0,1,42
emp-119,229.5,204,0,0,1,77
emp-119,175,159,0,0,1,105
emp-119,230,196,0,0,1,140
emp-119,170,154,0,0,1,168
emp-119,180.5,162.5,16,0,1,196
emp-119,44,44,0,0,1,203
emp-120,160,140,0,0,1,21
emp-120,162,146,16,0,1,49
emp-120,200,160,8,0,1,77
emp-120,150,40,8,0,1,0
emp-120,160,154,6,0,2,14
emp-120,214,190,24,0,1,49
emp-120,160,96,64,0,1,70
emp-120,160,144,16,0,2,105
emp-120,160,72,72,0,2,133
emp-120,200,0,8,0,0,0
emp-120,160,80,0,80,2,7
emp-120,200,184,16,184,2,42
emp-120,160,160,0,160,1,70
emp-120,160,144,16,144,1,98
emp-120,80,80,0,80,1,112
emp-122,200,128,48,128,1,35
emp-122,160,144,16,144,1,63
emp-122,204,180,8,180,1,98
emp-122,160,152,8,152,1,126
emp-122,160,152,8,152,2,140
emp-122,200,176,16,176,1,49
emp-122,160,0,64,0,0,0
emp-122,160,0,16,0,0,0
emp-122,160,0,40,0,0,0
emp-122,40,0,0,0,0,0
emp-123,182,158,16,0,2,56
emp-123,236.5,165.5,32,0,2,91
emp-123,192.5,172,8,0,2,119
emp-123,213.5,205.5,0,0,2,147
emp-123,239.5,161.5,70,0,1,182
emp-123,233,209,24,0,1,210
emp-123,259,247,8,0,2,224
emp-123,213.5,204,0,0,1,49
emp-123,245.5,198,0,0,1,84
emp-123,197,171,0,0,1,112
emp-123,235,189,32,0,1,147
emp-123,190.5,189,0,0,1,175
emp-123,187,171,16,0,1,203
emp-123,96,90,0,0,1,217
emp-125,213,111,16,0,1,70
emp-125,176,144,8,0,1,105
emp-125,165,164,0,0,1,133
emp-125,200,160,32,0,1,168
emp-125,160,152,8,0,1,196
emp-125,173,160,8,0,2,210
emp-125,175,167,0,0,1,42
emp-125,227,215,0,0,1,77
emp-125,170,99,40,0,1,105
emp-125,222,200,16,0,1,140
emp-125,210,180,0,0,1,168
emp-125,204,161,16,0,1,196
emp-125,93,45,16,0,1,203
emp-126,269,167,8,0,1,63
emp-126,212.5,151,8,0,1,91
emp-126,213,169,0,0,1,119
emp-126,246,198,16,0,1,154
emp-126,210,117.5,48,0,1,175
emp-126,185,115,16,0,1,210
emp-126,208,163,0,0,2,217
emp-126,224,41.5,0,0,1,35
emp-126,167.5,0,8,0,0,0
emp-126,226,72,16,21,2,7
emp-126,222,165,0,0,1,35
emp-126,202,164,16,0,1,63
emp-126,95,45,0,0,1,70
emp-127,190,174,16,174,1,70
emp-127,232,192,16,192,1,105
emp-127,161,153,8,153,1,133
emp-127,163,163,0,163,1,161
emp-127,203,155,48,32,2,168
emp-127,162,154,8,0,1,56
emp-127,183,167,8,0,1,84
emp-127,164,154,0,34,3,98
emp-127,221.5,205.5,0,205.5,1,35
emp-127,166,126,0,0,1,14
emp-127,220,172,48,0,1,49
emp-127,175,175,0,0,1,77
emp-127,182,166,16,0,1,105
emp-127,92,92,0,0,1,119
